applicant_id,application_date,age,gender,education_level,employment_type,marital_status,family_size,number_of_dependents,location_type,monthly_income_inr,spouse_income_inr,monthly_expenses_inr,monthly_savings_inr,monthly_utility_bills_inr,property_value_inr,vehicle_value_inr,total_investments_inr,outstanding_loan_amount_inr,loan_amount_applied_inr,years_current_employment,banking_relationship_years,monthly_business_revenue_inr,daily_mobile_hours,monthly_digital_transactions,avg_transaction_amount_inr,social_media_accounts_count,mobile_app_usage_intensity_score,digital_payment_adoption_score,utility_payment_regularity_score,location_stability_score,mobile_banking_usage_score,payment_reliability_score,financial_health_score,stability_index,timeliness_score,repayment_ability_score,loan_type,interest_rate,probability_of_default,consent_status,city,risk_category
E3782,2024-07-27,44,Male,Graduate,Salaried,Married,5,3,Metro,50051,18896,37543,10435,15308,1574366,211475,0,299886,1500000,0.5,26.0,0,4.4,21,6464,5,42,58,81,120,77,22,76,66,50,33,auto loan,10.91,0.353255956094631,Full Consent,Ahmedabad,Medium Risk
F1143,2025-04-07,50,Male,High School,Salaried,Married,3,1,Tier2,30395,9686,21973,6969,10593,0,0,133029,55340,85713,0.5,32.0,0,3.5,21,2490,1,54,30,95,120,77,45,43,57,63,24,personal loan,18.57,0.19216527769139732,Full Consent,Porbandar,Medium Risk
E5022,2024-10-14,31,Female,High School,Self Employed,Married,3,1,Tier2,65197,0,48240,13813,8803,1306352,299145,0,279029,6258912,33.5,13.0,109785,3.7,33,6620,2,60,58,90,120,95,30,13,47,21,5,home loan,10.79,0.8285249626989722,Full Consent,Palanpur,Very High Risk
D4630,2025-05-07,51,Female,Graduate,Salaried,Married,3,1,Tier2,62636,23058,46419,14813,21590,1774349,155110,241704,618083,2556471,0.5,33.0,0,4.1,10,19013,2,50,29,88,120,83,14,57,61,44,25,home loan,9.88,0.5428234434608014,Full Consent,Valsad,High Risk
D3122,2024-07-12,54,Female,Diploma,Salaried,Married,4,2,Tier1,62236,40711,55803,2847,19838,2184850,222943,0,359065,4036431,0.5,35.6,0,4.7,10,6051,2,49,52,82,120,78,10,32,48,21,5,home loan,9.88,0.778084693364783,Full Consent,Rajkot,Very High Risk
A1923,2025-07-03,48,Male,Diploma,Salaried,Single,1,0,Tier2,25000,0,15613,8318,3100,0,63171,0,205635,1800000,17.0,9.1,0,3.9,44,1294,2,48,71,74,120,87,18,10,34,31,5,business loan,14.83,0.92,Full Consent,Nadiad,Very High Risk
B6120,2025-05-31,27,Male,Diploma,Salaried,Married,2,0,Tier2,80290,45495,66039,11223,890,0,0,0,522752,1742509,32.5,9.0,0,4.3,24,7409,2,54,72,66,120,95,53,35,42,64,40,personal loan,18.68,0.4123258701899092,Full Consent,Anand,Medium Risk
E2638,2025-04-20,47,Female,Diploma,Self Employed,Married,2,0,Tier2,30764,0,15525,11470,3148,0,89702,0,159580,282068,4.3,7.0,43292,6.0,41,1987,2,53,72,95,120,81,66,40,56,95,36,gold loan,13.24,0.18566936310333937,Full Consent,Bharuch,Medium Risk
A8807,2024-09-03,22,Male,Graduate,Salaried,Single,1,0,Tier2,60126,0,52635,6750,2014,0,0,527856,255639,852131,0.5,4.0,0,7.1,51,3747,7,83,76,76,80,95,14,49,27,37,26,personal loan,18.76,0.6779053969896304,Full Consent,Vapi,High Risk
E4315,2024-06-14,39,Male,Graduate,Self Employed,Married,3,1,Tier2,74463,33393,68396,4755,25375,0,0,0,632947,1422667,23.0,21.0,107209,3.6,24,6195,3,40,54,77,120,95,61,40,71,85,43,auto loan,11.97,0.28563139970978535,Full Consent,Bharuch,Medium Risk
A9842,2025-04-24,55,Male,Diploma,Self Employed,Married,2,0,Tier2,48149,37491,44205,1276,10819,0,0,0,359452,2630055,22.8,32.1,78323,1.5,10,13546,1,53,28,82,120,84,36,10,43,41,5,home loan,10.59,0.6719120477412093,Full Consent,Morbi,High Risk
F4515,2025-05-28,52,Female,Graduate,Salaried,Married,2,0,Tier2,25000,7981,17521,5330,5027,0,0,0,178218,501989,25.5,18.1,0,3.0,16,3856,2,28,49,72,120,89,50,29,70,79,21,personal loan,17.32,0.469446851969282,Full Consent,Anand,High Risk
A7334,2025-02-24,50,Male,Diploma,Salaried,Married,5,3,Tier2,47037,35120,32149,13032,8275,0,112085,0,283256,3056438,19.5,32.0,0,1.1,13,9357,2,23,28,92,120,91,41,10,50,40,5,home loan,10.32,0.6713441016233037,Full Consent,Mehsana,High Risk
B6578,2024-12-30,35,Female,Graduate,Salaried,Married,3,1,Tier2,50944,37491,38052,9524,10724,1130539,0,0,506247,4890624,17.3,17.0,0,4.1,48,1259,3,46,58,79,120,95,19,10,33,23,5,home loan,10.76,0.92,Full Consent,Nadiad,Very High Risk
A9910,2025-07-07,27,Male,High School,Salaried,Married,4,2,Metro,32963,12867,14719,16481,18987,0,97011,0,31650,74574,26.6,0.5,0,4.4,30,2256,3,73,72,95,120,95,69,36,42,60,57,education loan,12.28,0.014611463393609261,Full Consent,Surat,Low Risk
B8274,2025-07-29,37,Male,Diploma,Self Employed,Single,1,0,Tier2,58792,0,42164,15739,3516,0,158806,484986,750749,3203697,16.4,0.5,133396,5.0,17,4463,3,45,69,72,120,95,30,10,32,30,19,home loan,10.93,0.843969455583612,Full Consent,Vapi,Very High Risk
B2474,2025-05-11,39,Female,Graduate,Self Employed,Single,1,0,Tier2,89688,0,72745,15521,4745,2763178,435551,625722,450000,1500000,3.9,5.5,208245,6.0,30,3622,2,54,62,86,120,95,43,83,90,95,65,auto loan,12.27,0.21954970303579216,Full Consent,Anand,Medium Risk
B9849,2025-01-03,46,Female,Diploma,Salaried,Married,4,2,Metro,25000,0,14749,6511,4157,0,61293,0,101298,219238,27.8,28.0,0,6.4,38,2045,5,49,52,92,120,83,67,32,75,88,33,personal loan,18.07,0.1299023612724346,Full Consent,Surat,Low Risk
A4665,2025-02-09,22,Male,Graduate,Salaried,Single,1,0,Tier2,69820,0,59587,7413,5755,0,0,507323,642767,697839,18.3,4.0,0,10.3,66,1801,4,74,73,58,120,95,34,26,49,62,34,personal loan,17.9,0.6396706687626973,Full Consent,Junagadh,High Risk
B2874,2025-02-12,54,Male,Diploma,Salaried,Married,3,1,Tier2,35466,0,27081,6434,7364,0,0,0,66028,220096,27.9,0.5,0,1.3,28,2659,1,39,57,78,120,72,55,24,64,59,42,business loan,14.64,0.28647427737777376,Full Consent,Anand,Medium Risk
C2316,2024-09-18,47,Male,Diploma,Salaried,Married,4,2,Tier2,25000,0,17230,4626,2925,0,48264,0,185453,618179,23.0,29.0,0,5.4,35,923,5,61,63,82,120,84,51,14,63,78,19,business loan,14.48,0.31423382078943024,Full Consent,Mehsana,Medium Risk
B7447,2025-06-26,46,Female,Diploma,Salaried,Single,1,0,Tier2,25000,0,14958,7053,3009,0,26843,0,242469,2362252,23.2,28.0,0,6.7,19,3316,5,73,49,93,120,93,19,10,23,17,5,home loan,11.07,0.8448814298167499,Full Consent,Bharuch,Very High Risk
F7167,2025-07-15,24,Male,Graduate,Self Employed,Single,1,0,Tier2,25000,0,13700,9827,4781,0,0,0,39554,51128,8.4,6.0,65657,10.7,57,1351,7,69,74,95,120,95,79,37,45,86,48,personal loan,19.72,0.1556377659457253,Full Consent,Morbi,Low Risk
E9182,2024-08-09,27,Male,Diploma,Self Employed,Single,1,0,Tier2,38012,0,25767,11489,3498,0,40846,139716,102732,132099,8.7,9.0,83244,5.7,22,3314,2,64,70,92,120,95,77,48,61,84,50,personal loan,18.19,0.20025782245092832,Full Consent,Bharuch,Medium Risk
C4264,2024-07-07,22,Female,Diploma,Salaried,Single,1,0,Tier1,59129,0,44517,11513,1094,0,0,0,257888,513912,25.6,4.0,0,7.0,31,4727,4,53,78,92,120,95,65,40,41,68,60,auto loan,11.31,0.24783460570436672,Full Consent,Bhavnagar,Medium Risk
B3912,2025-07-06,22,Female,Diploma,Salaried,Single,1,0,Tier1,31568,0,21689,8479,4914,0,0,0,40515,84774,7.9,4.0,0,5.1,29,3515,5,49,65,95,120,95,66,35,37,70,44,credit card,30.35,0.13645345599107042,Full Consent,Surendranagar,Low Risk
B6233,2025-06-22,24,Male,Diploma,Salaried,Single,1,0,Tier2,25000,0,18088,5922,3380,0,0,0,103749,200000,25.8,6.0,0,7.5,30,952,4,47,66,85,120,95,72,32,55,78,42,auto loan,12.12,0.1275245830728408,Full Consent,Navsari,Low Risk
C2052,2025-03-15,28,Male,Diploma,Salaried,Single,1,0,Tier2,49565,0,32016,14572,5062,0,74386,0,32823,62239,0.5,10.0,0,7.9,19,2864,3,69,65,92,120,95,46,54,24,42,29,credit card,30.45,0.3121939991381266,Full Consent,Mehsana,Medium Risk
B6691,2025-07-21,29,Female,High School,Self Employed,Married,2,0,Tier2,73858,0,53337,17049,4243,840614,259695,0,296663,518593,25.6,11.0,102359,4.7,26,6916,4,59,79,89,120,95,69,76,86,95,58,personal loan,17.3,0.07941273735823004,Full Consent,Palanpur,Low Risk
A6710,2025-03-16,45,Male,High School,Salaried,Single,1,0,Tier2,59660,0,42986,15033,2862,2252882,99196,656839,355400,1369255,22.2,27.0,0,6.9,34,5749,5,72,53,76,120,95,61,67,90,95,57,business loan,13.13,0.19615749906604688,Full Consent,Vapi,Medium Risk
E1980,2025-07-13,30,Female,Diploma,Salaried,Married,4,2,Tier2,37337,0,30336,4019,24641,0,0,0,512232,2228122,24.0,12.0,0,3.1,33,1860,5,69,64,80,120,95,33,10,30,22,5,home loan,10.74,0.92,Full Consent,Porbandar,Very High Risk
A9572,2024-10-06,34,Female,Diploma,Salaried,Married,4,2,Tier2,68999,22294,36619,31853,25824,0,175764,653140,622404,6623904,11.8,16.0,0,3.1,18,7215,5,72,51,90,120,95,28,10,19,22,5,home loan,10.86,0.92,Full Consent,Valsad,Very High Risk
A5864,2024-08-15,34,Female,Diploma,Self Employed,Single,1,0,Metro,25000,0,21729,2730,4841,0,0,0,237918,868749,19.0,2.2,38977,7.7,34,747,2,64,78,79,120,95,46,10,50,43,14,home loan,10.56,0.5921855169267939,Full Consent,Ahmedabad,High Risk
D8874,2024-07-10,40,Female,Diploma,Self Employed,Married,4,2,Metro,48789,35070,36803,11189,40118,0,56894,0,325488,1084963,34.1,22.0,94925,6.8,32,1677,5,49,73,77,120,95,58,33,66,76,37,personal loan,19.11,0.5243607483402892,Full Consent,Surat,High Risk
F9871,2025-03-13,40,Female,Diploma,Self Employed,Married,2,0,Tier2,40990,0,34471,3736,2861,0,0,118984,237321,1118401,16.4,22.0,95803,5.6,35,4182,4,67,76,83,120,93,59,36,74,79,35,auto loan,11.73,0.33993593617799034,Full Consent,Junagadh,Medium Risk
F3976,2024-12-20,40,Female,High School,Self Employed,Married,2,0,Tier2,42490,9511,28819,12086,9678,0,123729,0,275976,500000,12.5,22.0,93615,6.2,33,3644,4,55,74,89,120,95,82,53,80,91,57,home loan,10.23,0.2578090914694559,Full Consent,Porbandar,Medium Risk
D2346,2024-10-19,31,Male,Diploma,Self Employed,Married,4,2,Tier1,38874,0,26288,11654,10424,0,33057,46615,310354,3731904,28.1,13.0,66999,3.5,43,2109,2,56,67,92,120,95,28,10,5,5,5,home loan,10.4,0.855369869015821,Full Consent,Rajkot,Very High Risk
C4049,2024-09-14,26,Male,Diploma,Self Employed,Married,5,3,Tier2,70200,15494,43592,24400,31660,0,225036,0,239827,799426,0.5,8.0,95412,7.8,29,3570,3,42,65,95,120,95,37,50,27,37,40,education loan,12.51,0.4944336448856761,Full Consent,Patan,High Risk
B2509,2024-08-13,46,Male,Diploma,Salaried,Married,2,0,Metro,51279,19418,40105,9493,4136,2059770,0,181628,442360,3284496,33.6,24.0,0,6.4,37,4247,4,68,59,73,120,93,20,16,72,53,5,business loan,15.54,0.780084991191289,Full Consent,Vadodara,Very High Risk
A6078,2025-05-30,38,Male,High School,Self Employed,Married,2,0,Tier2,54389,31983,32086,20388,4337,0,0,462568,201215,939070,34.5,20.0,118524,7.4,33,4336,2,67,61,93,120,95,73,68,74,95,66,business loan,14.27,0.14426037470437653,Full Consent,Porbandar,Low Risk
A9887,2025-05-16,42,Male,Diploma,Salaried,Married,4,2,Tier2,45709,0,28987,15797,5408,0,0,0,523883,2656178,31.6,24.0,0,5.3,30,2796,3,65,47,93,120,90,46,10,41,50,7,home loan,9.74,0.7046694975358959,Full Consent,Patan,Very High Risk
F3039,2025-06-13,22,Male,High School,Self Employed,Married,4,2,Metro,55886,0,42862,11491,9346,0,117017,259152,105225,178230,34.2,4.0,69638,5.1,45,1842,4,40,53,87,120,95,70,46,47,76,58,personal loan,17.35,0.21543137923537575,Full Consent,Gandhinagar,Medium Risk
D5924,2024-08-13,50,Male,Diploma,Salaried,Single,1,0,Tier2,46229,0,29699,15622,4389,0,0,0,419515,2110368,27.8,2.3,0,3.5,16,3881,1,38,31,67,120,79,20,10,26,41,5,business loan,14.78,0.897820557910894,Full Consent,Patan,Very High Risk
E6650,2024-06-19,32,Male,High School,Salaried,Married,3,1,Tier1,58494,25223,38202,17415,10502,1353514,127092,622498,453991,5615424,27.5,14.0,0,5.1,32,5311,2,52,71,92,120,95,30,14,49,23,5,home loan,11.04,0.92,Full Consent,Bhavnagar,Very High Risk
E3572,2024-06-09,34,Female,Graduate,Salaried,Single,1,0,Metro,49324,0,36438,9900,3291,0,0,0,78022,260076,19.2,16.0,0,9.8,60,1002,4,75,71,92,120,95,71,46,66,90,54,personal loan,17.51,0.01126969845012521,Full Consent,Ahmedabad,Low Risk
D4717,2024-06-26,30,Female,Diploma,Salaried,Single,1,0,Tier2,46332,0,39973,5240,2693,0,0,228473,168283,311219,0.5,12.0,0,6.1,34,2559,5,71,64,75,120,95,24,44,27,45,13,personal loan,18.09,0.4540478487115056,Full Consent,Valsad,High Risk
B1126,2024-11-19,23,Female,Diploma,Salaried,Married,5,3,Metro,40487,9058,27495,11810,34422,0,115488,0,32978,109928,20.9,5.0,0,6.7,26,4915,2,67,79,95,120,95,73,34,52,82,60,education loan,12.02,0.16872966483467872,Full Consent,Surat,Low Risk
E2248,2025-02-16,43,Male,High School,Self Employed,Single,1,0,Tier2,53987,0,38286,13570,1586,0,0,0,514089,5182752,27.4,2.5,103580,5.1,36,4782,4,59,66,84,120,91,11,10,8,5,5,home loan,9.82,0.92,Full Consent,Anand,Very High Risk
F7123,2025-01-17,30,Male,Diploma,Salaried,Married,2,0,Tier2,64120,40335,43144,20541,11118,0,0,673249,302464,525954,22.7,12.0,0,6.2,23,6896,5,70,51,93,120,95,80,83,75,95,72,auto loan,10.75,0.06885822818893088,Full Consent,Valsad,Low Risk
D6996,2025-01-19,41,Female,High School,Self Employed,Married,5,3,Tier1,44460,19259,26873,17165,29829,0,0,160238,215175,4268160,33.4,17.9,58401,3.4,27,4876,5,65,67,92,120,95,37,10,23,28,5,home loan,9.98,0.8906863280484341,Full Consent,Rajkot,Very High Risk
B9508,2025-03-11,33,Male,Graduate,Self Employed,Married,2,0,Metro,26601,6464,22956,884,7823,0,0,0,117653,392177,26.8,1.3,57560,8.3,57,702,7,72,83,81,120,95,53,10,52,62,29,education loan,12.93,0.3953282003252216,Full Consent,Surat,Medium Risk
F1169,2024-12-29,39,Male,Graduate,Self Employed,Married,3,1,Metro,30987,0,20745,6801,16409,0,0,61578,133197,443992,24.2,21.0,40932,4.5,27,1733,4,59,77,95,120,95,75,43,67,95,35,education loan,12.3,0.05432567398158941,Full Consent,Vadodara,Low Risk
A6746,2025-06-21,23,Female,Diploma,Salaried,Single,1,0,Tier1,54941,0,37313,15428,4797,0,0,0,315179,1050597,22.4,0.5,0,3.7,25,6348,2,57,47,80,120,95,61,37,27,46,60,auto loan,12.07,0.43318499172904984,Full Consent,Surendranagar,High Risk
F8785,2024-09-17,22,Male,High School,Salaried,Single,1,0,Metro,27086,0,19918,4229,3753,0,0,0,103468,486639,31.1,4.0,0,3.4,43,1388,3,63,62,84,120,95,56,29,41,69,39,education loan,12.5,0.32488625386930087,Full Consent,Gandhinagar,Medium Risk
B2139,2025-03-12,46,Male,High School,Salaried,Single,1,0,Tier2,27441,0,22845,1324,3367,0,73664,0,188102,627007,33.4,28.0,0,7.3,27,1055,2,55,75,79,120,92,71,26,75,79,32,home loan,10.03,0.24097984068975598,Full Consent,Porbandar,Medium Risk
F6487,2025-01-05,41,Male,Diploma,Self Employed,Married,5,3,Tier2,30412,0,16777,11021,33043,0,0,0,127857,160959,33.7,23.0,45966,5.7,31,1096,5,54,66,90,120,95,76,45,64,95,39,personal loan,17.77,0.06361744427640564,Full Consent,Bharuch,Low Risk
A6720,2024-07-28,22,Male,High School,Salaried,Married,2,0,Tier2,83380,0,68517,13148,9046,1363344,210044,340281,210335,584453,25.9,4.0,0,6.0,41,5425,2,60,72,82,120,95,57,73,76,89,68,personal loan,18.18,0.2258850560265956,Full Consent,Anand,Medium Risk
A9857,2024-06-09,30,Male,Graduate,Salaried,Married,5,3,Metro,25000,12781,19006,4351,24173,0,29960,111988,333800,1726766,0.5,2.3,0,7.9,63,1361,7,68,78,73,71,91,10,10,5,5,5,home loan,10.9,0.92,Full Consent,Surat,Very High Risk
F1301,2025-04-20,27,Female,High School,Salaried,Single,1,0,Metro,38081,0,33812,1827,1518,0,0,0,222654,742183,0.5,9.0,0,5.3,39,3328,3,72,66,72,120,95,31,42,17,27,12,auto loan,11.47,0.5704048901982459,Full Consent,Ahmedabad,High Risk
A4757,2024-11-17,28,Male,High School,Self Employed,Married,4,2,Tier2,31157,0,16567,13086,24359,0,54334,0,15000,41783,34.0,10.0,48038,7.2,39,1061,5,42,65,95,120,95,82,54,65,95,55,personal loan,17.7,0.013727651786114257,Full Consent,Morbi,Low Risk
D1972,2024-11-17,33,Male,Diploma,Self Employed,Single,1,0,Tier2,40128,0,30522,7920,2702,0,0,0,248311,509862,26.2,15.0,58584,7.3,40,2376,3,56,71,83,120,95,53,36,62,83,29,business loan,14.52,0.3112439284297131,Full Consent,Porbandar,Medium Risk
B8925,2024-08-14,22,Male,Diploma,Self Employed,Single,1,0,Tier2,77063,0,52948,23154,7165,983264,272968,520869,418065,848686,11.8,4.0,101138,5.7,29,7184,5,44,64,86,120,95,58,76,72,86,64,personal loan,18.65,0.3072114463986958,Full Consent,Junagadh,Medium Risk
B5889,2025-05-24,44,Male,High School,Salaried,Single,1,0,Tier2,62052,0,45742,15112,3666,1131932,278760,0,427656,5956992,19.8,2.1,0,4.4,32,1779,2,59,79,85,120,95,14,10,39,18,5,home loan,9.79,0.92,Full Consent,Vapi,Very High Risk
B2982,2025-03-22,40,Female,Diploma,Salaried,Married,3,1,Tier2,60462,28353,51716,4993,25467,1480751,103923,0,528025,1500000,20.0,22.0,0,7.7,30,4769,4,64,69,73,120,95,55,76,90,91,56,auto loan,10.39,0.2090218498425367,Full Consent,Nadiad,Medium Risk
A1013,2024-12-11,37,Female,Diploma,Salaried,Married,2,0,Metro,61267,39985,34592,26604,7280,0,177478,524568,115865,188543,32.6,19.0,0,6.3,22,4485,4,67,59,93,120,95,76,75,75,95,72,personal loan,18.28,0.01376201060323335,Full Consent,Gandhinagar,Low Risk
D7730,2025-07-03,40,Male,High School,Salaried,Married,2,0,Metro,47988,18743,38101,8708,11783,0,0,0,362787,2605769,0.5,0.5,0,3.3,44,2760,4,48,74,62,73,80,10,10,5,5,5,business loan,14.51,0.92,Full Consent,Vadodara,Very High Risk
E4033,2024-06-06,35,Male,High School,Self Employed,Single,1,0,Tier2,42225,0,33603,5141,802,0,0,0,450000,1500000,21.4,17.0,52600,3.1,26,4126,3,73,45,69,120,95,47,14,45,63,14,auto loan,11.55,0.62347603199359,Full Consent,Porbandar,High Risk
A6001,2024-08-04,22,Female,Diploma,Salaried,Single,1,0,Tier1,68126,0,50338,16855,2385,731753,0,0,87894,292983,23.3,4.0,0,5.2,33,5494,3,71,74,95,120,95,66,73,85,89,67,education loan,11.84,0.01,Full Consent,Rajkot,Low Risk
C2572,2025-02-12,22,Male,High School,Self Employed,Single,1,0,Metro,45594,0,36538,6191,4557,0,0,0,54567,131937,21.4,4.0,86849,5.0,36,1747,5,69,78,88,120,95,68,29,38,68,46,credit card,29.63,0.11771000977360341,Full Consent,Gandhinagar,Low Risk
C5968,2024-10-26,42,Male,High School,Salaried,Married,5,3,Tier2,25000,11983,15843,7851,25904,0,0,0,104155,347185,24.5,24.0,0,6.9,22,1761,4,51,73,89,120,95,67,37,59,95,35,personal loan,17.73,0.20899746199830208,Full Consent,Nadiad,Medium Risk
D1573,2024-10-16,28,Male,High School,Self Employed,Married,2,0,Tier1,36746,0,29255,4946,9029,0,0,0,31782,105943,14.8,10.0,83243,5.3,19,4642,3,55,54,84,120,95,71,47,50,85,49,personal loan,17.83,0.09338328222990978,Full Consent,Jamnagar,Low Risk
A5812,2025-02-25,25,Female,High School,Self Employed,Married,3,1,Tier2,62492,0,41137,20528,18229,1138758,188856,0,260550,868503,32.6,7.0,121842,7.4,36,2326,2,62,79,91,120,95,65,83,80,95,67,personal loan,17.2,0.22578084608077034,Full Consent,Porbandar,Medium Risk
D5761,2025-03-26,54,Female,Diploma,Salaried,Married,4,2,Tier2,58310,0,42895,11899,20857,1225406,0,529790,492879,2899347,10.9,2.8,0,4.1,10,19346,1,36,49,65,120,88,23,25,57,53,20,business loan,14.83,0.8311373349204255,Full Consent,Veraval,Very High Risk
E4520,2024-09-27,25,Male,High School,Salaried,Single,1,0,Tier2,58322,0,35592,21506,4829,0,138419,0,140676,336488,0.5,7.0,0,5.4,38,4285,5,57,67,95,105,95,43,49,10,42,35,personal loan,17.95,0.32232633285314255,Full Consent,Junagadh,Medium Risk
A7560,2025-02-27,55,Male,High School,Salaried,Married,2,0,Metro,75160,53040,51847,21201,3659,0,82759,766498,509479,2371790,20.2,35.5,0,3.5,13,6980,1,40,45,95,120,82,67,66,90,92,57,home loan,9.91,0.09754162279825715,Full Consent,Vadodara,Low Risk
A8132,2024-12-17,29,Female,Graduate,Salaried,Single,1,0,Tier2,36183,0,24069,11061,417,0,0,0,300664,970430,12.8,11.0,0,10.1,54,1377,4,85,84,81,120,95,63,23,40,65,25,education loan,11.04,0.48603397783173824,Full Consent,Godhra,High Risk
E4593,2025-06-06,35,Female,Graduate,Self Employed,Married,3,1,Metro,60427,47971,42716,15468,14244,0,0,643235,53600,178667,31.6,17.0,89980,6.6,31,2664,4,54,64,92,120,95,72,81,82,95,67,personal loan,18.1,0.05663888497513751,Full Consent,Ahmedabad,Low Risk
D8559,2025-07-24,37,Female,Graduate,Self Employed,Married,2,0,Tier2,51236,0,33944,15388,10074,0,193637,168911,116975,332460,30.3,19.0,141040,5.0,27,2012,3,58,66,95,120,95,72,63,80,95,58,personal loan,17.75,0.09015722759289707,Full Consent,Palanpur,Low Risk
D1908,2024-12-21,37,Male,High School,Self Employed,Single,1,0,Tier2,38686,0,29691,7345,4741,0,0,52720,297982,722172,16.3,19.0,60080,7.4,23,4536,5,60,51,64,120,95,51,26,57,77,22,personal loan,18.77,0.664419810345072,Full Consent,Nadiad,High Risk
F8812,2024-08-07,49,Male,Diploma,Self Employed,Married,2,0,Tier1,44139,0,36330,7522,16324,0,84153,0,194815,269456,17.4,2.0,78018,6.8,25,2030,5,41,64,78,120,83,67,27,64,70,51,gold loan,12.0,0.15057418008268572,Full Consent,Surendranagar,Low Risk
C7384,2024-10-01,48,Female,Graduate,Self Employed,Married,2,0,Tier2,25000,15326,13730,8747,4849,0,49609,0,16584,52194,25.6,30.0,67922,4.0,27,1280,4,65,73,95,120,92,82,43,85,95,45,personal loan,18.86,0.07630262688844176,Full Consent,Junagadh,Low Risk
D4771,2025-07-09,29,Male,Diploma,Self Employed,Married,2,0,Tier2,36141,25251,30047,4408,11858,0,32133,24871,56524,105966,21.2,11.0,52096,6.1,33,2889,5,47,68,88,120,95,65,47,54,78,37,personal loan,17.86,0.11035024324665689,Full Consent,Navsari,Low Risk
F1359,2025-02-15,40,Female,Diploma,Self Employed,Married,3,1,Metro,25000,14396,14308,6823,3116,0,0,0,178406,1892444,10.6,12.0,41127,3.2,39,1899,3,70,72,90,120,95,47,10,30,39,5,home loan,10.4,0.7872211161486058,Full Consent,Ahmedabad,Very High Risk
A3847,2024-09-25,22,Female,High School,Self Employed,Married,4,2,Metro,58658,35965,27962,28604,11556,0,270133,0,193178,450976,26.9,4.0,81021,5.5,25,3280,3,62,72,94,120,95,66,46,50,77,62,personal loan,18.5,0.10759905416176804,Full Consent,Vadodara,Low Risk
C9636,2024-06-12,48,Male,High School,Salaried,Married,4,2,Tier2,63927,0,34716,26792,21227,2548845,0,670333,93864,312881,22.8,30.0,0,5.2,30,2299,5,52,61,95,120,95,85,95,90,95,90,gold loan,12.27,0.1376316745715785,Full Consent,Palanpur,Low Risk
B5866,2025-04-16,27,Female,High School,Salaried,Single,1,0,Tier2,45379,0,32606,9994,6069,0,0,0,86614,164921,27.8,9.0,0,5.5,28,1713,2,48,75,88,120,95,67,45,51,81,42,credit card,28.65,0.14262720209954607,Full Consent,Anand,Low Risk
F5821,2025-04-07,28,Male,High School,Salaried,Married,2,0,Metro,77906,24355,63884,12871,10532,0,375443,543912,35217,95808,22.2,10.0,0,5.2,35,3427,3,60,78,95,120,95,80,77,62,89,71,credit card,29.73,0.12265232469201108,Full Consent,Gandhinagar,Low Risk
E9719,2024-11-03,46,Female,High School,Self Employed,Married,3,1,Tier2,43455,30719,35134,6712,11218,0,0,0,233546,1059399,26.8,7.5,53284,5.6,17,6657,3,68,72,72,120,86,56,18,70,73,36,business loan,15.07,0.4640657086351462,Full Consent,Bharuch,High Risk
C5516,2025-07-21,52,Male,Graduate,Salaried,Married,5,3,Tier1,25000,0,19252,4147,27359,0,0,86207,126685,422285,15.9,12.1,0,4.7,16,2237,3,31,59,87,120,88,56,36,83,95,33,business loan,14.57,0.3061672114760426,Full Consent,Jamnagar,Medium Risk
E8737,2024-08-19,31,Male,Diploma,Salaried,Married,3,1,Tier2,104018,0,92456,11430,20335,2806344,580233,718089,1184571,8000000,22.0,13.0,0,3.6,25,9825,4,59,55,80,120,95,18,35,40,31,5,home loan,10.3,0.92,Full Consent,Veraval,Very High Risk
F3413,2024-06-15,26,Female,High School,Self Employed,Married,5,3,Tier2,25000,0,10690,12579,24908,0,0,0,202433,269634,23.5,8.0,68139,3.4,27,2310,4,73,74,68,120,95,44,14,42,62,19,credit card,30.63,0.5616065201277465,Full Consent,Valsad,High Risk
F8086,2025-01-22,22,Female,Diploma,Salaried,Single,1,0,Tier2,25000,0,12101,9984,5412,0,39718,101072,61560,133591,31.6,1.4,0,6.4,37,1536,4,71,55,95,120,95,69,28,40,56,55,education loan,12.38,0.08959594425043367,Full Consent,Morbi,Low Risk
E6416,2024-06-29,24,Male,Diploma,Salaried,Married,5,3,Tier1,25253,0,16305,8056,11057,0,0,0,237371,517263,23.4,6.0,0,7.9,22,2407,4,55,69,84,120,95,57,24,42,60,30,education loan,12.6,0.45430384390636436,Full Consent,Surendranagar,High Risk
F7883,2025-07-11,30,Male,Diploma,Self Employed,Single,1,0,Tier2,29826,0,19836,8192,5037,0,0,0,56794,65941,21.3,12.0,59517,4.0,29,2402,4,67,51,95,120,95,70,41,63,87,38,personal loan,18.15,0.07209443837495716,Full Consent,Patan,Low Risk
A5720,2025-07-23,34,Female,Diploma,Self Employed,Single,1,0,Tier1,25130,0,16152,6771,5822,0,0,0,98661,1112364,23.9,16.0,58884,3.5,28,2142,5,54,74,93,120,95,57,14,47,54,7,business loan,15.24,0.5191877861847213,Full Consent,Bhavnagar,High Risk
C7745,2024-12-18,22,Female,Graduate,Salaried,Single,1,0,Tier2,46221,0,29556,15674,3751,0,0,0,214467,492032,13.1,4.0,0,10.0,53,950,5,93,84,86,120,95,66,41,46,67,54,education loan,11.36,0.2578485416699305,Full Consent,Bharuch,Medium Risk
